CODE5,	 Micron part numbers 2023 end,	 https://github.com/galkinvv/galkinvv.github.io/blob/master/vendors-ic-logos/micron.csv
C9BBV,	 CT41J128M8DA-125:K 2R,
C9BBP,	 CT41J256M8DA-125:K,
C9BBQ,	 CT41J256M8DA-125:K R,
C9BCZ,	 CT41J256M8RG-107:N 2,
C9BDB,	 CT41J256M8RG-107:N 2R,
C9BCX,	 CT41J256M8RG-125:N 2,
C9BCY,	 CT41J256M8RG-125:N 2R,
C9BCF,	 CT41J256M8RH-107:E 2,
C9BFN,	 CT41J256M8RH-107:E 2 A7M,
C9BCG,	 CT41J256M8RH-107:E 2R,
C9BFQ,	 CT41J256M8RH-107:E 2R A7M,
C9BFL,	 CT41J256M8RH-107:K A7M,
C9BBK,	 CT41J256M8RH-125:E 2,
C9BBL,	 CT41J256M8RH-125:E 2R,
C9BFR,	 CT41J256M8RH-125:E 2R 12M,
C9BFP,	 CT41J256M8RH-125:E 2 12M,
C9BFM,	 CT41J256M8RH-125:K 12M,
C9BFB,	 CT41J256M16TW-107:P,
C9BGH,	 CT41J256M16TW-107:P R,
C9BDY,	 CT41J512M8DA-107:P,
C9BGF,	 CT41J512M8DA-107:P R,
C9BFX,	 CT41J512M8RG-083:N 83L,
C9BFV,	 CT41J512M8RG-093E:N 93L,
C9BCT,	 CT41J512M8RG-107:N,
C9BFY,	 CT41J512M8RG-107:N A7M,
C9BCV,	 CT41J512M8RG-107:N R,
C9BCB,	 CT41J512M8RG-125:N,
C9BFZ,	 CT41J512M8RG-125:N 12M,
C9BBY,	 CT41J512M8RG-125:N R,
C9BFG,	 CT41J512M8RH-107:A 2,
C9BFH,	 CT41J512M8RH-107:A 2R,
C9BCJ,	 CT41J512M8RH-107:E,
C9BFS,	 CT41J512M8RH-107:E A7M,
C9BCH,	 CT41J512M8RH-107:E R,
C9BDQ,	 CT41J512M8RH-125:A 2,
C9BDR,	 CT41J512M8RH-125:A 2R,
C9BBF,	 CT41J512M8RH-125:E,
C9BFT,	 CT41J512M8RH-125:E 12M,
C9BBG,	 CT41J512M8RH-125:E R,
C9BDX,	 CT41J1024M8RH-125:A,
C9BDV,	 CT41J1024M8RH-125:A R,
C9BFJ,	 CT41K1G8SN-107:A,
C9BFK,	 CT41K1G8SN-107:A R,
C9BDL,	 CT41K128M8DA-107:K 2,
C9BDM,	 CT41K128M8DA-107:K 2R,
C9BBR,	 CT41K128M8DA-125:K 2,
C9BBS,	 CT41K128M8DA-125:K 2R,
C9BGK,	 CT41K256M8DA-107:P 2,
C9BGL,	 CT41K256M8DA-107:P 2R,
C9BBM,	 CT41K256M8DA-125:K,
C9BBN,	 CT41K256M8DA-125:K R,
C9BJN,	 CT41K256M8RG-12H: N 2,
C9BCR,	 CT41K256M8RG-107:N 2,
C9BCS,	 CT41K256M8RG-107:N 2R,
C9BCP,	 CT41K256M8RG-125:N 2,
C9BCQ,	 CT41K256M8RG-125:N 2R,
C9BCC,	 CT41K256M8RH-107:E 2,
C9BCD,	 CT41K256M8RH-107:E 2R,
C9BBH,	 CT41K256M8RH-125:E 2,
C9BBJ,	 CT41K256M8RH-125:E 2R,
C9BHM,	 CT41K256M8RK-107:N 2,
C9BHN,	 CT41K256M8RK-107:N 2R,
C9BDD,	 CT41K256M16DA-125:E,
C9BDF,	 CT41K256M16DA-125:E R,
C9BFC,	 CT41K256M16TW-107:P,
C9BGJ,	 CT41K256M16TW-107:P R,
C9BDZ,	 CT41K512M8DA-107:P,
C9BGG,	 CT41K512M8DA-107:P R,
C9BCM,	 CT41K512M8RG-107:N,
C9BCN,	 CT41K512M8RG-107:N R,
C9BBX,	 CT41K512M8RG-125:N,
C9BBZ,	 CT41K512M8RG-125:N R,
C9BFD,	 CT41K512M8RH-107:A 2,
C9BFF,	 CT41K512M8RH-107:A 2R,
C9BCL,	 CT41K512M8RH-107:E,
C9BCK,	 CT41K512M8RH-107:E R,
C9BDS,	 CT41K512M8RH-125:A 2,
C9BDT,	 CT41K512M8RH-125:A 2R,
C9BBC,	 CT41K512M8RH-125:E,
C9BBD,	 CT41K512M8RH-125:E R,
C9BHP,	 CT41K512M8RK-107:N,
C9BHQ,	 CT41K512M8RK-107:N R,
C9BJQ,	 CT41K512M8SA-075E:F,
C9BJY,	 CT41K512M8SA-075E:G,
C9BDN,	 CT41K1024M8RH-125:A,
C9BDP,	 CT41K1024M8RH-125:A R,
C9BNN,	 CT60B1G8B8HB-048B:B,
C9BNP,	 CT60B1G8B8HB:BF,
C9BNL,	 CT60B1G16AB8HC-048B:A,
C9BNM,	 CT60B1G16AB8HC:AF,
C9BNJ,	 CT60B2G8B8HB-048B:A,
C9BNK,	 CT60B2G8B8HB:AF,
C9DBC,	 CTJ4208EFBG-GN-F-R,
Z9RRH,	 ED41K1G4RG-125 ES:N,
Z9RRK,	 ED41K256M16LY-125 ES:N,
Z9RRJ,	 ED41K512M8RG-125 ES:N,
D9WTN,	 EDB1316BDBH-1DAAT-F-D,
D9WTP,	 EDB1316BDBH-1DAAT-F-R,
D9WTQ,	 EDB1316BDBH-1DAUT-F-D,
D9WTR,	 EDB1316BDBH-1DAUT-F-R,
D9WTS,	 EDB1316BDBH-1DIT-F-D,
D9WTT,	 EDB1316BDBH-1DIT-F-R,
D9WTV,	 EDB1332BDBH-1DAAT-F-D,
D9WTW,	 EDB1332BDBH-1DAAT-F-R,
D9WTX,	 EDB1332BDBH-1DAUT-F-D,
D9WTZ,	 EDB1332BDBH-1DAUT-F-R,
D9WVB,	 EDB1332BDBH-1DIT-F-D,
D9WVC,	 EDB1332BDBH-1DIT-F-R,
D9XBN,	 EDB1332BDPC-1D-F-D,
D9XBP,	 EDB1332BDPC-1D-F-R,
D9WVD,	 EDB2432B4MA-1DAAT-F-D,
D9WVF,	 EDB2432B4MA-1DAAT-F-R,
D9WVG,	 EDB2432B4MA-1DAUT-F-D,
D9WVH,	 EDB2432B4MA-1DAUT-F-R,
D9WVJ,	 EDB2432B4MA-1DIT-F-D,
D9WVK,	 EDB2432B4MA-1DIT-F-R,
D9XBQ,	 EDB4064B4PB-1DIT-F-D,
D9XBR,	 EDB4064B4PB-1DIT-F-R,
D9XBV,	 EDB4432BBBJ-1DAAT-F-D,
D9XBW,	 EDB4432BBBJ-1DAAT-F-R,
D9XBX,	 EDB4432BBBJ-1DAIT-F-D,
D9XBZ,	 EDB4432BBBJ-1DAIT-F-R,
D9XCB,	 EDB4432BBBJ-1DAUT-F-D,
D9XCC,	 EDB4432BBBJ-1DAUT-F-R,
D9XBS,	 EDB4432BBBJ-1D-F-D,
D9XBT,	 EDB4432BBBJ-1D-F-R,
D9XCD,	 EDB4432BBPA-1D-F-D,
D9XCF,	 EDB4432BBPA-1D-F-R,
D9WZN,	 EDB5432BEBH-1DAAT-F-D,
D9WZP,	 EDB5432BEBH-1DAAT-F-R,
D9WZQ,	 EDB5432BEBH-1DAUT-F-D,
D9WZR,	 EDB5432BEBH-1DAUT-F-R,
D9WZS,	 EDB5432BEBH-1DIT-F-D,
D9WZT,	 EDB5432BEBH-1DIT-F-R,
D9XDF,	 EDB5432BEPA-1DAAT-F-D,
D9XDG,	 EDB5432BEPA-1DAAT-F-R,
D9XCG,	 EDB8132B4PB-8D-F-D,
D9XCH,	 EDB8132B4PB-8D-F-R,
D9XCL,	 EDB8132B4PM-1DAT-F-D,
D9XCM,	 EDB8132B4PM-1DAT-F-R,
D9XCJ,	 EDB8132B4PM-1D-F-D,
D9XCK,	 EDB8132B4PM-1D-F-R,
D9XCN,	 EDB8164B4PK-1D-F-D,
D9XCP,	 EDB8164B4PK-1D-F-R,
D9XCQ,	 EDB8164B4PR-1D-F-D,
D9XCR,	 EDB8164B4PR-1D-F-R,
D9XCV,	 EDB8164B4PT-1DAT-F-D,
D9XCS,	 EDB8164B4PT-1D-F-D,
D9XCT,	 EDB8164B4PT-1D-F-R,
D9XCW,	 EDB8164B4PT-1DIT-F-D,
D9XCX,	 EDB8164B4PT-1DIT-F-R,
D9XCZ,	 EDBA164B2PF-1D-F-D,
D9XDB,	 EDBA164B2PR-1D-F-D,
D9XDC,	 EDBA164B2PR-1D-F-R,
D9XDD,	 EDBA232B2PB-1D-F-D,
NX662,	 EE29E2T08CTCBBJ7-10NES:B,
NX661,	 EE29E2T08CTCCBJ7-10NES:C,
NX976,	 EE29F8T08ESLFEG4-ES:F,
HSR12,	 EE29F256G08EBHDFJ4-F:D,
NX937,	 EE29F256G08EBLCEJ4-QAES:C,
NX936,	 EE29F512G08EBLDEH6-QAES:D,
NX973,	 EE29F512G08EBLEEJ4-ES:E,
Z9XVX,	 EE40A1G8SA-062E ES:E,
Z9XNV,	 EE40A1G8SA-062E ES:M,
Z9WQJ,	 EE40A1G8SA-075 ES:1,
Z8BNN,	 EE40A1G8SA-075 ES:M,
Z9WKM,	 EE40A1G8SA-075 UT ES:H,
Z9TQN,	 EE40A1G8SA-083E:E,
Z9SRG,	 EE40A1G8SA-093E:C,
Z8BPF,	 EE40A1G8SA-093E ES:M,
Z9VHR,	 EE40A1G8SA-093E:H,
Z9SRF,	 EE40A1G8TRF-083E:A,	 DO NOT USE
Z9TZL,	 EE40A1G8WE-083E:G,
Z9VHF,	 EE40A1G8WE-083:G,
Z9XRC,	 EE40A1G16RC-062 ES:B,
Z9XPW,	 EE40A1G16RC-075 ES:B,
Z9XPV,	 EE40A1G16RC-093E ES:B,
Z9VWQ,	 EE40A1G16SV-062E ES:A,
Z9XVZ,	 EE40A2G4SA-062E ES:E,
Z9XNT,	 EE40A2G4SA-062E ES:M,
Z8BNP,	 EE40A2G4SA-075 ES:M,
Z9WKL,	 EE40A2G4SA-075 UT ES:H,
Z9TRS,	 EE40A2G4SA-083E:E,
Z9VJQ,	 EE40A2G4SA-093E:H,
Z9VHG,	 EE40A2G4WE-083:G,
Z8BRX,	 EE40A2G8JC-062E:1,
Z9ZDL,	 EE40A2G8JC-062E ES:E,
Z9ZDN,	 EE40A2G8JC-068 ES:E,
Z9WTH,	 EE40A2G8NRE-068E ES:D,
Z9WTG,	 EE40A2G8NRE-075E ES:D,
Z9XHD,	 EE40A2G8TU-062E ES:1,
Z8BGP,	 EE40A2G8TU-062E ES:2,
Z9VWP,	 EE40A2G8TU-062E ES:A,
Z9XRB,	 EE40A2G8VA-062 ES:B,
Z9XPT,	 EE40A2G8VA-075 ES:B,
Z9XPS,	 EE40A2G8VA-093E ES:B,
Z8BLD,	 EE40A2G16SKM-062E ES:B,
Z9ZDK,	 EE40A4G4JC-062E ES:E,
Z9ZDM,	 EE40A4G4JC-068 ES:E,
Z9VVZ,	 EE40A16G4GNA-075H ES:E,
Z9XRT,	 EE40A512M8SJ-075E ES:B,
Z9SNN,	 EE40A512M16HA-093E:A,
Z9TRT,	 EE40A512M16LY-083E:E,
Z9VHV,	 EE40A512M16LY-093E:H,
Z9XRV,	 EE40A512M16RC-062E ES:N,
Z9XNW,	 EE40A512M16TB-062E ES:M,
Z9RSF,	 EE41J1G4RH-107 ES:Q,
Z9SJH,	 EE41J64M16TW-107:J,
Z9SJF,	 EE41J128M8DA-107:J,
Z9SJG,	 EE41J256M4DA-107:J,
D9MKN,	 EE41J256M8HX-15E:D,
D9MKM,	 EE41J256M8HX-187E:D,
Z9RSH,	 EE41J256M16HA-107 ES:Q,
Z9RSC,	 EE41J512M8RH-107 ES:Q,
Z9SMD,	 EE41K1G4DA-107 ES:1,
Z9TRD,	 EE41K1G4DA-125 ES:R,
Z9RRN,	 EE41K1G4RG-125 ES:N,
Z9RWZ,	 EE41K1G4RH-125 ES,
Z9RSD,	 EE41K1G4RH-125 ES:Q,
Z9THG,	 EE41K1G8SDC-125 ES:P,
Z9RXZ,	 EE41K1G8SER-125 ES:E,
Z9RXX,	 EE41K2G4SER-125 ES:E,
Z9TBP,	 EE41K128M16JT-125:N,
Z9TBS,	 EE41K128M16TW-125:N,
Z9TBN,	 EE41K256M8DA-125:N,
Z9TBV,	 EE41K256M8EF-125:N,
Z9RSG,	 EE41K256M16HA-125 ES:Q,
Z9RRQ,	 EE41K256M16LY-125 ES:N,
Z9TRB,	 EE41K256M16TW-125 ES:R,
Z9TBM,	 EE41K512M4DA-125:N,
Z9TBT,	 EE41K512M4EF-125:N,
Z9SMF,	 EE41K512M8DA-107 ES:1,
Z9RRP,	 EE41K512M8RG-125 ES:N,
Z9RXB,	 EE41K512M8RH-125 ES,
Z9RSB,	 EE41K512M8RH-125 ES:Q,
Z9SFM,	 EE41K512M16RDM-125 ES:E,
Z9QWQ,	 EE41P512M8RH-125:J,
Z9RNX,	 EE43A4G10000NFA-S15:A,
Z9RVN,	 EE43A4G10000RA-S15 ES:A,
Z9RNW,	 EE43A4G40000NFA-S15:A,
Z9SPG,	 EE44K16M36RB-107E:B,
Z9SQF,	 EE44K16M36TC-083F:B,
Z9SPC,	 EE44K16M36TC-093E IT:B,
Z9SPK,	 EE44K16M36TC-093F:B,
Z9SPD,	 EE44K16M36TC-107E:B,
Z9SPF,	 EE44K16M36TC-107E IT:B,
Z9SPJ,	 EE44K32M18RB-107E:B,
Z9SQG,	 EE44K32M18TC-083F:B,
Z9SPL,	 EE44K32M18TC-093F:B,
Z9SPH,	 EE44K32M18TC-107E:B,
Z9SPR,	 EE44K32M36RB-107E:A,
Z9SQH,	 EE44K32M36TC-083F:A,
Z9SPN,	 EE44K32M36TC-093E IT:A,
Z9SPM,	 EE44K32M36TC-093F:A,
Z9SPP,	 EE44K32M36TC-107E:A,
Z9SPQ,	 EE44K32M36TC-107E IT:A,
Z9WNS,	 EE44K64M18CRB-083F ES:A,
Z9WNR,	 EE44K64M18CRB-093F ES:A,
Z9SPV,	 EE44K64M18RB-107E:A,
Z9SQJ,	 EE44K64M18TC-083F:A,
Z9SPS,	 EE44K64M18TC-093F:A,
Z9SPT,	 EE44K64M18TC-107E:A,
Z9JDM,	 EE47H64M8FC-3 ES:D,
Z9HGT,	 EE47H64M8FC-5E ES:B,
Z9HGS,	 EE47H64M8FC-37E ES:B,
Z9JDL,	 EE47H64M8FC-37E ES:D,
Z9HGW,	 EE47H128M4FC-5E ES:B,
Z9HGV,	 EE47H128M4FC-37E ES:B,
Z9VTB,	 EE51K256M32HF-60:B,
Z9RPP,	 EE55JA48K08AA10SB-125IT:A,
Z9RPN,	 EE55JA48K080110SB-125IT:A,
Z8FSB,	 EE60B2G8HB-48BBES:A,
Z8FSD,	 EE60B3G8RW-56BBES:B,
Z8FRZ,	 EE60B4G4HB-48BBES:A,
Z8DLN,	 EE60B4G4HN-48B ES:A,
Z8CXM,	 EE60B4G4HN-56B ES:A,
Z8FDT,	 EE60B4G4HY-48B ES:A,
Z8CXN,	 EE60B4G4HY-56B ES:A,
Z8FSC,	 EE60B6G4RW-56BBES:B,
Z8GBZ,	 EE60B8G4EGN-64B:D,
Z8BHZ,	 EE60B8G4VNE-48B ES:A,
Z8BHB,	 EE60B16G4WPF-48B ES:A,
Z9WBL,	 EE61K256M32JE-12:A,
Z9XWS,	 EE61TC11JE-XZ23,
Z8DSX,	 EE61TC12JD-XZ35,
Z8DTS,	 EE61TC12JD-Y31G,
D8DNX,	 EE61TC12KPA-XZ35,
Z9XWT,	 EE61TC21JE-XZ23,
Z9XWV,	 EE61TC31JE-XZ23,
Z9ZJF,	 EE63TC11AB-TC1,
Z9ZJG,	 EE63TC14CD-TC1,
AJ023,	 EEFC64GBCAYAL-AAT ES,
JZ450,	 EEFC128GAXATEAAA-WT,
AJ020,	 EEFC128GBCAYAL-AAT ES,
JZ452,	 EEFC256GAXATEAAA-WT,
AJ021,	 EEFC256GBCAYAL-AAT ES,
JZ451,	 EEFC512GAXATAMAA-WT,
JZ623,	 EEFC512GBFBAHF-WT ES,
JZ632,	 EEFDKEL128THE-1BM15ATYY,
JZ633,	 EEFDKEL256THE-1BM15ATYY,
JZ634,	 EEFDKEL512THE-1BM15ATYY,
Z9SKT,	 EMBA164B1PH-1D-F-R,
Z9SKS,	 EMF8132A3PB-DV-F-D,
HBBGT,	 GCB64M8U27YO8FM-37CBP,	 DO NOT USE
D9GDK,	 MS32M7209MIXRD2F-37EJDHFI,	 DO NOT USE
D5GFY,	 MT6V8M18F-3B ES,
D5GFX,	 MT6V8M18F-3C ES,
DHGFZ,	 MT6V8M18F-3M,
D5GFZ,	 MT6V8M18F-3M ES,	 DO NOT USE
D5GFW,	 MT6V8M18F-4B ES,
DHGFV,	 MT6V8M18F-4C ES,
D5GWY,	 MT6V8M18R-3B ES,
DKHDY,	 MT6V16M16F2-3B,
Z7HDY,	 MT6V16M16F2-3B ES,
DKHDX,	 MT6V16M16F2-3C,
Z7HDX,	 MT6V16M16F2-3C ES,
DKHDZ,	 MT6V16M16F2-3M,
Z7HDZ,	 MT6V16M16F2-3M ES,
DKHDW,	 MT6V16M16F2-4B,
Z7HDW,	 MT6V16M16F2-4B ES,
DKHDV,	 MT6V16M16F2-4C,
Z7HDV,	 MT6V16M16F2-4C ES,
DKHDT,	 MT6V16M16F2-4D,
Z7HDT,	 MT6V16M16F2-4D ES,
DKJFY,	 MT6V16M18F2-3B,
Z5JFY,	 MT6V16M18F2-3B ES,
DKJFX,	 MT6V16M18F2-3C,
Z7JFX,	 MT6V16M18F2-3C ES,
DJFFZ,	 MT6V16M18F2-3M,
ZJFFZ,	 MT6V16M18F2-3M ES,
DJFFW,	 MT6V16M18F2-4B,
ZJFFW,	 MT6V16M18F2-4B ES,
DJFFV,	 MT6V16M18F2-4C,
ZJFFV,	 MT6V16M18F2-4C ES,
DJFFT,	 MT6V16M18F2-4D,
ZJFFT,	 MT6V16M18F2-4D ES,
HBBGB,	 MT9D011I29STCA ES,
HBBBR,	 MT9D011I29STCD ES,
HBBGC,	 MT9D011I29STCDL ES,
HBBFZ,	 MT9D011I29STC ES,
HBBBQ,	 MT9D011I29STCH ES,
HBBNH,	 MT9D011I99STC,
HBBJS,	 MT9D012IA3STC,
HBBJT,	 MT9D012IA3STC ES,
HBBJW,	 MT9D012IA3STC MS,
HBBJV,	 MT9D012IA3STC QS,
HBBPP,	 MT9D012IA3STCZ,
HBBBS,	 MT9D111I23STC MS,
HBBGD,	 MT9D111I29STC ES,
HBBGG,	 MT9D111I93STCD ES,
HBBGH,	 MT9D111I93STCH ES,
HBBGW,	 MT9D111I93STCL ES,
HBBBT,	 MT9D111I93STC MS,
HBBGJ,	 MT9D111I99STC ES,
HBCBF,	 MT9D111T12STC,
HBBSS,	 MT9D111T12STC ES,
HBBMB,	 MT9D112IA3STC,
HBBJR,	 MT9D112IA3STC ES,
HBBJQ,	 MT9D112IA3STC MS,
HBBMW,	 MT9D112IA3STCZ,
HBBMX,	 MT9D112IA3STCZ ES,
HBBZV,	 MT9D113EB3STC5,
HBBZS,	 MT9D113EB3STC5 AS,
HBBZT,	 MT9D113EB3STC5 ES,
HBBZZ,	 MT9D113LACSTC ES,
HBBQP,	 MT9D113PACSTC,
HBBQN,	 MT9D113PACSTC ES,
HBBKV,	 MT9D131I93STC,
HBBLH,	 MT9D131L12STC,
HBBLG,	 MT9D131L12STC ES,
HBBJX,	 MT9E001I12STC,
HBBMQ,	 MT9E001I12STC AS,
HBBKB,	 MT9E001I12STC ES,
HBBJZ,	 MT9E001I12STC MS,
HBBKC,	 MT9E001I12STC QS,
HBBPJ,	 MT9E001I12STCZ ES,
HBCCB,	 MT9F001I12-N4000,
HBCBZ,	 MT9F001I12-N4000 ES,
HBBXW,	 MT9F001I12STCU,
HBBXV,	 MT9F001I12STCU AS,
HBBXT,	 MT9F001I12STCU ES,
HBBXS,	 MT9F001I12STCV,
HBBXR,	 MT9F001I12STCV AS,
HBBXQ,	 MT9F001I12STCV ES,
HBBXP,	 MT9F011I12STC ES,
HBBTN,	 MT9J001I12STCU,
HBBSX,	 MT9J001I12STCU AS,
HBBTM,	 MT9J001I12STCU ES,
HBBTQ,	 MT9J001I12STCV,
HBBSZ,	 MT9J001I12STCV AS,
HBBTP,	 MT9J001I12STCV ES,
HBBXN,	 MT9J001I12STMU,
HBBVF,	 MT9J003I12STCU,
HBBVG,	 MT9J003I12STCU AS,
HBBVH,	 MT9J003I12STCU ES,
HBBVJ,	 MT9J003I12STCV,
HBBVK,	 MT9J003I12STCV AS,
HBBVL,	 MT9J003I12STCV ES,
HBBVB,	 MT9J003I12STMU,
HBBVC,	 MT9J003I12STMU AS,
HBBVD,	 MT9J003I12STMU ES,
HBBSD,	 MT9M002C12STCV AS,
HBBSC,	 MT9M002C12STCVPF AS,
HBBMD,	 MT9M002I12STC,
HBBNS,	 MT9M002I12STC AS,
HBBMF,	 MT9M002I12STC ES,
HBBMG,	 MT9M002I12STC MS,
HBBMH,	 MT9M002I12STC MS,	 DO NOT USE
HBBNV,	 MT9M002I12STCV,
HBBNT,	 MT9M002I12STCV AS,
HBBNW,	 MT9M002I12STCV ES,
HBBNX,	 MT9M002I12STCV MS,
HBBNZ,	 MT9M002I12STCV QS,	 DO NOT USE
HBBMJ,	 MT9M002I12STM,
HBBMM,	 MT9M002I12STM AS,
MBBMK,	 MT9M002I12STM ES,
HBBML,	 MT9M002I12STM MS,
HBBPB,	 MT9M002I12STMU,
HBBPF,	 MT9M002I12STMU AS,
HBBPC,	 MT9M002I12STMU ES,
HBBPD,	 MT9M002I12STMU MS,
HBBFD,	 MT9M011I29STC ES,
HBBBL,	 MT9M011I79STC MS,
HBBHF,	 MT9M011IA9STC,
HBBBM,	 MT9M011IA9STC MS,
